target,fold,seed,logloss,mean,std
Q2,1,9999,0.5785438970627214,0.5856456489079174,0.03135593987937464
Q2,2,9999,0.5629324529593795,0.5856456489079174,0.03135593987937464
Q2,3,9999,0.6423947303689345,0.5856456489079174,0.03135593987937464
Q2,4,9999,0.593788980722419,0.5856456489079174,0.03135593987937464
Q2,0,7,0.5061454932605435,0.5856456489079174,0.03135593987937464
Q2,1,7,0.5885422739898952,0.5856456489079174,0.03135593987937464
Q2,2,7,0.5800875413779483,0.5856456489079174,0.03135593987937464
Q2,3,7,0.6466907355722901,0.5856456489079174,0.03135593987937464
Q2,4,7,0.6067622003389096,0.5856456489079174,0.03135593987937464
Q2,0,314,0.5909479794576039,0.5856456489079174,0.03135593987937464
Q2,1,314,0.6007023496385235,0.5856456489079174,0.03135593987937464
Q2,2,314,0.5540905250721976,0.5856456489079174,0.03135593987937464
Q2,3,314,0.5883931239948554,0.5856456489079174,0.03135593987937464
Q2,4,314,0.5940942663764062,0.5856456489079174,0.03135593987937464
Q2,0,2025,0.5573279102812342,0.5856456489079174,0.03135593987937464
Q2,1,2025,0.6106131067692763,0.5856456489079174,0.03135593987937464
Q2,2,2025,0.5966102844465526,0.5856456489079174,0.03135593987937464
Q2,3,2025,0.5726330156321583,0.5856456489079174,0.03135593987937464
Q2,4,2025,0.5910439274103652,0.5856456489079174,0.03135593987937464
Q2,0,777,0.6005853617923095,0.5856456489079174,0.03135593987937464
Q2,1,777,0.5468457918811445,0.5856456489079174,0.03135593987937464
Q2,2,777,0.6060120160697235,0.5856456489079174,0.03135593987937464
Q2,3,777,0.6221470691154648,0.5856456489079174,0.03135593987937464
Q2,4,777,0.5526380056809442,0.5856456489079174,0.03135593987937464
Q2,0,555,0.548691968894151,0.5856456489079174,0.03135593987937464
Q2,1,555,0.6269114934545408,0.5856456489079174,0.03135593987937464
Q2,2,555,0.5798529070055517,0.5856456489079174,0.03135593987937464
Q2,3,555,0.6099056052888083,0.5856456489079174,0.03135593987937464
Q2,4,555,0.5628662698965351,0.5856456489079174,0.03135593987937464
Q3,0,42,0.5286282734036432,0.5872359227079075,0.028896793476689893
Q3,1,42,0.5814752806454309,0.5872359227079075,0.028896793476689893
Q3,2,42,0.5599109963402242,0.5872359227079075,0.028896793476689893
Q3,3,42,0.6529394159523243,0.5872359227079075,0.028896793476689893
Q3,4,42,0.6132256471979152,0.5872359227079075,0.028896793476689893
Q3,0,1234,0.5850049783221201,0.5872359227079075,0.028896793476689893
Q3,1,1234,0.5506417717922375,0.5872359227079075,0.028896793476689893
Q3,2,1234,0.5926417468637774,0.5872359227079075,0.028896793476689893
Q3,3,1234,0.5993629062305547,0.5872359227079075,0.028896793476689893
Q3,4,1234,0.608528210330848,0.5872359227079075,0.028896793476689893
Q3,0,9999,0.5855591782383206,0.5872359227079075,0.028896793476689893
Q3,1,9999,0.5816825616206498,0.5872359227079075,0.028896793476689893
Q3,2,9999,0.6118202905501061,0.5872359227079075,0.028896793476689893
Q3,3,9999,0.6103036893721075,0.5872359227079075,0.028896793476689893
Q3,4,9999,0.5468138937583535,0.5872359227079075,0.028896793476689893
Q3,0,7,0.5861316980767148,0.5872359227079075,0.028896793476689893
Q3,1,7,0.5737292891792384,0.5872359227079075,0.028896793476689893
Q3,2,7,0.6062786535548123,0.5872359227079075,0.028896793476689893
Q3,3,7,0.5835392723519388,0.5872359227079075,0.028896793476689893
Q3,4,7,0.5865007003768332,0.5872359227079075,0.028896793476689893
Q3,0,314,0.6008776986992017,0.5872359227079075,0.028896793476689893
Q3,1,314,0.543759051453545,0.5872359227079075,0.028896793476689893
Q3,2,314,0.6150161005322994,0.5872359227079075,0.028896793476689893
Q3,3,314,0.577060108731072,0.5872359227079075,0.028896793476689893
Q3,4,314,0.5994666541234193,0.5872359227079075,0.028896793476689893
Q3,0,2025,0.526516739680562,0.5872359227079075,0.028896793476689893
Q3,1,2025,0.5784462502510188,0.5872359227079075,0.028896793476689893
Q3,2,2025,0.6331338869773105,0.5872359227079075,0.028896793476689893
Q3,3,2025,0.6090303210196893,0.5872359227079075,0.028896793476689893
Q3,4,2025,0.5890524156109567,0.5872359227079075,0.028896793476689893
Q3,0,777,0.6188196447736724,0.5872359227079075,0.028896793476689893
Q3,1,777,0.5561602855705953,0.5872359227079075,0.028896793476689893
Q3,2,777,0.6268105846326767,0.5872359227079075,0.028896793476689893
Q3,3,777,0.5825999027512323,0.5872359227079075,0.028896793476689893
Q3,4,777,0.551789195811361,0.5872359227079075,0.028896793476689893
Q3,0,555,0.5933858830689228,0.5872359227079075,0.028896793476689893
Q3,1,555,0.5625063369242416,0.5872359227079075,0.028896793476689893
Q3,2,555,0.56555587778365,0.5872359227079075,0.028896793476689893
Q3,3,555,0.5708406604579962,0.5872359227079075,0.028896793476689893
Q3,4,555,0.6438908553047272,0.5872359227079075,0.028896793476689893
S1,0,42,0.5381321173094231,0.5240065230353541,0.029667562401256935
S1,1,42,0.5102648523779473,0.5240065230353541,0.029667562401256935
S1,2,42,0.5166100207321314,0.5240065230353541,0.029667562401256935
S1,3,42,0.49257991073210616,0.5240065230353541,0.029667562401256935
S1,4,42,0.5624457140251626,0.5240065230353541,0.029667562401256935
S1,0,1234,0.5183396259108474,0.5240065230353541,0.029667562401256935
S1,1,1234,0.5205442796379228,0.5240065230353541,0.029667562401256935
S1,2,1234,0.53793021688639,0.5240065230353541,0.029667562401256935
S1,3,1234,0.5341404144012374,0.5240065230353541,0.029667562401256935
S1,4,1234,0.5090780783403731,0.5240065230353541,0.029667562401256935
S1,0,9999,0.5207133082386631,0.5240065230353541,0.029667562401256935
S1,1,9999,0.48266770898980255,0.5240065230353541,0.029667562401256935
S1,2,9999,0.549314108582907,0.5240065230353541,0.029667562401256935
S1,3,9999,0.5414078730139396,0.5240065230353541,0.029667562401256935
S1,4,9999,0.5259296163514585,0.5240065230353541,0.029667562401256935
S1,0,7,0.5520065389880043,0.5240065230353541,0.029667562401256935
S1,1,7,0.5507075808765208,0.5240065230353541,0.029667562401256935
S1,2,7,0.5185569617798035,0.5240065230353541,0.029667562401256935
S1,3,7,0.49203934450144554,0.5240065230353541,0.029667562401256935
S1,4,7,0.5067221890309964,0.5240065230353541,0.029667562401256935
S1,0,314,0.6017822599298183,0.5240065230353541,0.029667562401256935
S1,1,314,0.5088947651897923,0.5240065230353541,0.029667562401256935
S1,2,314,0.5482739970953323,0.5240065230353541,0.029667562401256935
S1,3,314,0.5118999692841569,0.5240065230353541,0.029667562401256935
S1,4,314,0.4491816236776707,0.5240065230353541,0.029667562401256935
S1,0,2025,0.4668739200613794,0.5240065230353541,0.029667562401256935
S1,1,2025,0.5488351462566192,0.5240065230353541,0.029667562401256935
S1,2,2025,0.5670205366558998,0.5240065230353541,0.029667562401256935
S1,3,2025,0.5513259383707885,0.5240065230353541,0.029667562401256935
S1,4,2025,0.4859770738320836,0.5240065230353541,0.029667562401256935
S1,0,777,0.5433333552718715,0.5240065230353541,0.029667562401256935
S1,1,777,0.4960362792158162,0.5240065230353541,0.029667562401256935
S1,2,777,0.49720713967432845,0.5240065230353541,0.029667562401256935
S1,3,777,0.5420344373495396,0.5240065230353541,0.029667562401256935
S1,4,777,0.5414214036652147,0.5240065230353541,0.029667562401256935
S1,0,555,0.5278624519151168,0.5240065230353541,0.029667562401256935
S1,1,555,0.5648779982131179,0.5240065230353541,0.029667562401256935
S1,2,555,0.4995640812912414,0.5240065230353541,0.029667562401256935
S1,3,555,0.49522513240280946,0.5240065230353541,0.029667562401256935
S1,4,555,0.532502951354485,0.5240065230353541,0.029667562401256935
S2,0,42,0.570783406524386,0.562788011436291,0.01957534742985865
S2,1,42,0.571406600299065,0.562788011436291,0.01957534742985865
S2,2,42,0.5557952029001112,0.562788011436291,0.01957534742985865
S2,3,42,0.5641069312782363,0.562788011436291,0.01957534742985865
S2,4,42,0.551847916179656,0.562788011436291,0.01957534742985865
S2,0,1234,0.6026436947017456,0.562788011436291,0.01957534742985865
S2,1,1234,0.5781554157099165,0.562788011436291,0.01957534742985865
S2,2,1234,0.5702369155929181,0.562788011436291,0.01957534742985865
S2,3,1234,0.5382368067410571,0.562788011436291,0.01957534742985865
S2,4,1234,0.5246672244358176,0.562788011436291,0.01957534742985865
S2,0,9999,0.585988929918238,0.562788011436291,0.01957534742985865
S2,1,9999,0.5445991959056043,0.562788011436291,0.01957534742985865
S2,2,9999,0.5678875740663617,0.562788011436291,0.01957534742985865
S2,3,9999,0.556387463900988,0.562788011436291,0.01957534742985865
S2,4,9999,0.559076893390263,0.562788011436291,0.01957534742985865
S2,0,7,0.5578293092555935,0.562788011436291,0.01957534742985865
S2,1,7,0.5987279443004323,0.562788011436291,0.01957534742985865
S2,2,7,0.573448890950815,0.562788011436291,0.01957534742985865
S2,3,7,0.5587829109508506,0.562788011436291,0.01957534742985865
S2,4,7,0.5251510017237634,0.562788011436291,0.01957534742985865
S2,0,314,0.5580395777838967,0.562788011436291,0.01957534742985865
S2,1,314,0.5672768832242048,0.562788011436291,0.01957534742985865
S2,2,314,0.5433092135416325,0.562788011436291,0.01957534742985865
S2,3,314,0.5737146548790345,0.562788011436291,0.01957534742985865
S2,4,314,0.5715997277526862,0.562788011436291,0.01957534742985865
S2,0,2025,0.5620936811739843,0.562788011436291,0.01957534742985865
S2,1,2025,0.5628352570807873,0.562788011436291,0.01957534742985865
S2,2,2025,0.5630433567465293,0.562788011436291,0.01957534742985865
S2,3,2025,0.570842337512213,0.562788011436291,0.01957534742985865
S2,4,2025,0.555125424667941,0.562788011436291,0.01957534742985865
S2,0,777,0.553681305234169,0.562788011436291,0.01957534742985865
S2,1,777,0.5430303588510542,0.562788011436291,0.01957534742985865
S2,2,777,0.5643384128562652,0.562788011436291,0.01957534742985865
S2,3,777,0.6065711168743962,0.562788011436291,0.01957534742985865
S2,4,777,0.54631886336557,0.562788011436291,0.01957534742985865
S2,0,555,0.5654751790345354,0.562788011436291,0.01957534742985865
S2,1,555,0.565736885158947,0.562788011436291,0.01957534742985865
S2,2,555,0.5111745763315323,0.562788011436291,0.01957534742985865
S2,3,555,0.5778148655284407,0.562788011436291,0.01957534742985865
S2,4,555,0.5937385511279993,0.562788011436291,0.01957534742985865
S3,0,42,0.537804691451424,0.5438492249914041,0.0315398914400242
S3,1,42,0.5284489933067538,0.5438492249914041,0.0315398914400242
S3,2,42,0.5539491332472709,0.5438492249914041,0.0315398914400242
S3,3,42,0.5547026377639183,0.5438492249914041,0.0315398914400242
S3,4,42,0.5443406691876533,0.5438492249914041,0.0315398914400242
S3,0,1234,0.5328613751322498,0.5438492249914041,0.0315398914400242
S3,1,1234,0.5324310541121843,0.5438492249914041,0.0315398914400242
S3,2,1234,0.590825660966966,0.5438492249914041,0.0315398914400242
S3,3,1234,0.5815285642897542,0.5438492249914041,0.0315398914400242
S3,4,1234,0.4815994704558659,0.5438492249914041,0.0315398914400242
S3,0,9999,0.5631192799152561,0.5438492249914041,0.0315398914400242
S3,1,9999,0.499381053591842,0.5438492249914041,0.0315398914400242
S3,2,9999,0.5418508485032393,0.5438492249914041,0.0315398914400242
S3,3,9999,0.5159092824148709,0.5438492249914041,0.0315398914400242
S3,4,9999,0.5989856605318119,0.5438492249914041,0.0315398914400242
S3,0,7,0.5820824550177386,0.5438492249914041,0.0315398914400242
S3,1,7,0.5611484876153132,0.5438492249914041,0.0315398914400242
S3,2,7,0.4768991684805312,0.5438492249914041,0.0315398914400242
S3,3,7,0.5688977719582344,0.5438492249914041,0.0315398914400242
S3,4,7,0.5302182418852028,0.5438492249914041,0.0315398914400242
S3,0,314,0.5340191662660924,0.5438492249914041,0.0315398914400242
S3,1,314,0.5166637548512212,0.5438492249914041,0.0315398914400242
S3,2,314,0.5423124252526382,0.5438492249914041,0.0315398914400242
S3,3,314,0.5790754585536327,0.5438492249914041,0.0315398914400242
S3,4,314,0.5471753200334356,0.5438492249914041,0.0315398914400242
S3,0,2025,0.5605429018327632,0.5438492249914041,0.0315398914400242
S3,1,2025,0.5221099126171492,0.5438492249914041,0.0315398914400242
S3,2,2025,0.5101974940015965,0.5438492249914041,0.0315398914400242
S3,3,2025,0.5667804158662041,0.5438492249914041,0.0315398914400242
S3,4,2025,0.5596154006393069,0.5438492249914041,0.0315398914400242
S3,0,777,0.5201750903052346,0.5438492249914041,0.0315398914400242
S3,1,777,0.588180740413235,0.5438492249914041,0.0315398914400242
S3,2,777,0.5247994748674728,0.5438492249914041,0.0315398914400242
S3,3,777,0.5061242289653367,0.5438492249914041,0.0315398914400242
S3,4,777,0.579966590405741,0.5438492249914041,0.0315398914400242
S3,0,555,0.6027251414421063,0.5438492249914041,0.0315398914400242
S3,1,555,0.5521683813072877,0.5438492249914041,0.0315398914400242
S3,2,555,0.48456603958338573,0.5438492249914041,0.0315398914400242
S3,3,555,0.5190557601323897,0.5438492249914041,0.0315398914400242
S3,4,555,0.5607308024918508,0.5438492249914041,0.0315398914400242
S4,0,42,0.6275569731043411,0.6108093065269742,0.02600489841761146
S4,1,42,0.6173162522974326,0.6108093065269742,0.02600489841761146
S4,2,42,0.6019813822809452,0.6108093065269742,0.02600489841761146
S4,3,42,0.6035164078744721,0.6108093065269742,0.02600489841761146
S4,4,42,0.6036755170776799,0.6108093065269742,0.02600489841761146
S4,0,1234,0.5647003664839823,0.6108093065269742,0.02600489841761146
S4,1,1234,0.6046861039602117,0.6108093065269742,0.02600489841761146
S4,2,1234,0.650098779604281,0.6108093065269742,0.02600489841761146
S4,3,1234,0.5946465987838958,0.6108093065269742,0.02600489841761146
S4,4,1234,0.6399146838025004,0.6108093065269742,0.02600489841761146
S4,0,9999,0.57671457379737,0.6108093065269742,0.02600489841761146
S4,1,9999,0.5846552699780033,0.6108093065269742,0.02600489841761146
S4,2,9999,0.6644601898190673,0.6108093065269742,0.02600489841761146
S4,3,9999,0.6281218168051446,0.6108093065269742,0.02600489841761146
S4,4,9999,0.6000946822352858,0.6108093065269742,0.02600489841761146
S4,0,7,0.566744903862934,0.6108093065269742,0.02600489841761146
S4,1,7,0.6242499563408969,0.6108093065269742,0.02600489841761146
S4,2,7,0.611025421183644,0.6108093065269742,0.02600489841761146
S4,3,7,0.613888935346308,0.6108093065269742,0.02600489841761146
S4,4,7,0.6381373159010886,0.6108093065269742,0.02600489841761146
S4,0,314,0.635167642451651,0.6108093065269742,0.02600489841761146
S4,1,314,0.5954282574933369,0.6108093065269742,0.02600489841761146
S4,2,314,0.5935726250665581,0.6108093065269742,0.02600489841761146
S4,3,314,0.6066813280362909,0.6108093065269742,0.02600489841761146
S4,4,314,0.6231966795870342,0.6108093065269742,0.02600489841761146
S4,0,2025,0.5990092850009112,0.6108093065269742,0.02600489841761146
S4,1,2025,0.6493435192166715,0.6108093065269742,0.02600489841761146
S4,2,2025,0.6014912325875135,0.6108093065269742,0.02600489841761146
S4,3,2025,0.6113197541640762,0.6108093065269742,0.02600489841761146
S4,4,2025,0.5928827416656987,0.6108093065269742,0.02600489841761146
S4,0,777,0.6211458261335469,0.6108093065269742,0.02600489841761146
S4,1,777,0.6130058271012667,0.6108093065269742,0.02600489841761146
S4,2,777,0.5907844026685947,0.6108093065269742,0.02600489841761146
S4,3,777,0.6727439892119412,0.6108093065269742,0.02600489841761146
S4,4,777,0.5563664875195216,0.6108093065269742,0.02600489841761146
S4,0,555,0.5731068715374353,0.6108093065269742,0.02600489841761146
S4,1,555,0.6223417775880832,0.6108093065269742,0.02600489841761146
S4,2,555,0.6440195066357557,0.6108093065269742,0.02600489841761146
S4,3,555,0.6211973664427649,0.6108093065269742,0.02600489841761146
S4,4,555,0.5933810104308319,0.6108093065269742,0.02600489841761146
